Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag
3756,MOV1,NULL,NULL,NULL,NULL,48.35313492063492,0.0,100.0,0.4835313492063492,1,NULL,NULL,NULL
3756,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3758,MOV1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3758,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3759,MOV1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3759,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3760,MOV1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3760,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3761,MOV1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3761,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3762,MOV1,weibull,0.0,NULL,0.0,84.90376626559714,0.0,100.0,0.8490376626559715,4,0,-1,-1
3762,AUC1,logistic,28.467,9.365,63.591,69.91810606060606,0.0,100.0,0.6991810606060607,4,2,0,0
3859,MOV1,quantal_linear,14.189,1.831,93.347,22.42872222222222,0.0,35.0,0.6408206349206349,4,0,0,1
3859,AUC1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
